timestamp,pid,cpu_percent,ram_rss_mb,gpu_vram_mb,gpu_decoder_percent
2026-09-05T13:03:06Z,66852,0.0,0.4,0.0,0.0
2026-09-05T13:03:17Z,66852,347.7,2102.1,0.0,0.0
2026-09-05T13:03:27Z,66852,370.8,2102.1,0.0,0.0
2026-09-05T13:03:37Z,66852,348.3,2102.0,0.0,0.0
2026-09-05T13:03:47Z,66852,344.2,2102.4,0.0,0.0
2026-09-05T13:03:57Z,66852,360.2,2102.4,0.0,0.0
2026-09-05T13:04:07Z,66852,352.9,2102.5,0.0,0.0
2026-09-05T13:04:17Z,66852,355.0,2102.7,0.0,0.0
2026-09-05T13:04:27Z,66852,361.2,2102.7,0.0,0.0
2026-09-05T13:04:37Z,66852,351.8,2102.7,0.0,0.0
2026-09-05T13:04:47Z,66852,354.0,2102.7,0.0,0.0
2026-09-05T13:04:57Z,66852,347.1,2102.7,0.0,0.0
2026-09-05T13:05:07Z,66852,352.8,2102.7,0.0,0.0
2026-09-05T13:05:17Z,66852,357.6,2102.7,0.0,0.0
2026-09-05T13:05:27Z,66852,342.4,2102.7,0.0,0.0
2026-09-05T13:05:37Z,66852,347.3,2102.7,0.0,0.0
2026-09-05T13:05:47Z,66852,332.6,2102.7,0.0,0.0
2026-09-05T13:05:57Z,66852,340.6,2102.7,0.0,0.0
2026-09-05T13:06:07Z,66852,360.0,2102.7,0.0,0.0
2026-09-05T13:06:17Z,66852,348.6,2103.3,0.0,0.0
2026-09-05T13:06:27Z,66852,363.8,2103.3,0.0,0.0
2026-09-05T13:06:37Z,66852,350.1,2103.3,0.0,0.0
2026-09-05T13:06:47Z,66852,350.7,2103.3,0.0,0.0
2026-09-05T13:06:57Z,66852,359.0,2103.3,0.0,0.0
2026-09-05T13:07:07Z,66852,349.2,2103.3,0.0,0.0
2026-09-05T13:07:17Z,66852,365.2,2103.3,0.0,0.0
2026-09-05T13:07:27Z,66852,347.5,2103.3,0.0,0.0
2026-09-05T13:07:37Z,66852,365.7,2103.3,0.0,0.0
2026-09-05T13:07:47Z,66852,343.4,2103.3,0.0,0.0
2026-09-05T13:07:57Z,66852,341.0,2103.3,0.0,0.0
2026-09-05T13:08:07Z,66852,365.4,2103.3,0.0,0.0
2026-09-05T13:08:17Z,66852,342.2,2103.3,0.0,0.0
2026-09-05T13:08:27Z,66852,368.7,2103.3,0.0,0.0
2026-09-05T13:08:37Z,66852,350.8,2103.3,0.0,0.0
2026-09-05T13:08:47Z,66852,360.7,2103.3,0.0,0.0
2026-09-05T13:08:57Z,66852,348.3,2103.3,0.0,0.0
2026-09-05T13:09:07Z,66852,363.5,2103.3,0.0,0.0
2026-09-05T13:09:17Z,66852,360.2,2103.3,0.0,0.0
2026-09-05T13:09:27Z,66852,355.5,2103.3,0.0,0.0
2026-09-05T13:09:37Z,66852,347.1,2103.3,0.0,0.0
2026-09-05T13:09:47Z,66852,358.2,2103.3,0.0,0.0
2026-09-05T13:09:57Z,66852,349.7,2103.3,0.0,0.0
2026-09-05T13:10:07Z,66852,346.2,2103.5,0.0,0.0
2026-09-05T13:10:17Z,66852,364.3,2103.5,0.0,0.0
2026-09-05T13:10:27Z,66852,345.3,2095.6,0.0,0.0
2026-09-05T13:10:37Z,66852,347.7,2095.6,0.0,0.0
2026-09-05T13:10:47Z,66852,346.1,2116.1,0.0,0.0
2026-09-05T13:10:57Z,66852,345.4,2095.6,0.0,0.0
2026-09-05T13:11:07Z,66852,353.9,2095.6,0.0,0.0
2026-09-05T13:11:17Z,66852,357.1,2095.6,0.0,0.0
2026-09-05T13:11:27Z,66852,364.2,2095.7,0.0,0.0
2026-09-05T13:11:37Z,66852,351.1,2095.7,0.0,0.0
2026-09-05T13:11:47Z,66852,363.6,2095.7,0.0,0.0
2026-09-05T13:11:57Z,66852,348.3,2095.7,0.0,0.0
2026-09-05T13:12:08Z,66852,356.5,2095.8,0.0,0.0
2026-09-05T13:12:18Z,66852,350.1,2095.8,0.0,0.0
2026-09-05T13:12:28Z,66852,361.8,2095.8,0.0,0.0
2026-09-05T13:12:38Z,66852,351.4,2096.0,0.0,0.0
2026-09-05T13:12:48Z,66852,356.4,2096.0,0.0,0.0
2026-09-05T13:12:58Z,66852,349.1,2096.1,0.0,0.0
2026-09-05T13:13:08Z,66852,336.6,2096.1,0.0,0.0
2026-09-05T13:13:18Z,66852,348.2,2097.9,0.0,0.0
2026-09-05T13:13:28Z,66852,337.8,2098.0,0.0,0.0
2026-09-05T13:13:38Z,66852,367.5,2098.2,0.0,0.0
2026-09-05T13:13:48Z,66852,347.3,2098.6,0.0,0.0
2026-09-05T13:13:58Z,66852,337.5,2098.6,0.0,0.0
2026-09-05T13:14:08Z,66852,338.7,2098.6,0.0,0.0
2026-09-05T13:14:18Z,66852,318.1,2099.0,0.0,0.0
2026-09-05T13:14:28Z,66852,318.8,2099.0,0.0,0.0
2026-09-05T13:14:38Z,66852,307.0,2099.0,0.0,0.0
2026-09-05T13:14:48Z,66852,358.1,2099.4,0.0,0.0
2026-09-05T13:14:58Z,66852,354.2,2099.4,0.0,0.0
2026-09-05T13:15:08Z,66852,344.2,2099.5,0.0,0.0
2026-09-05T13:15:18Z,66852,358.7,2099.5,0.0,0.0
2026-09-05T13:15:28Z,66852,338.4,2096.2,0.0,0.0
2026-09-05T13:15:38Z,66852,350.2,2096.2,0.0,0.0
2026-09-05T13:15:48Z,66852,336.1,2096.2,0.0,0.0
2026-09-05T13:15:58Z,66852,358.0,2098.2,0.0,0.0
2026-09-05T13:16:08Z,66852,348.3,2098.2,0.0,0.0
2026-09-05T13:16:18Z,66852,347.7,2098.2,0.0,0.0
2026-09-05T13:16:28Z,66852,315.6,2098.8,0.0,0.0
2026-09-05T13:16:38Z,66852,318.8,2099.3,0.0,0.0
2026-09-05T13:16:48Z,66852,317.9,2099.3,0.0,0.0
2026-09-05T13:16:58Z,66852,295.6,2099.3,0.0,0.0
2026-09-05T13:17:08Z,66852,341.9,2114.4,0.0,0.0
2026-09-05T13:17:18Z,66852,361.3,2114.4,0.0,0.0
2026-09-05T13:17:28Z,66852,358.2,2114.4,0.0,0.0
2026-09-05T13:17:38Z,66852,336.0,2114.7,0.0,0.0
2026-09-05T13:17:48Z,66852,346.1,2114.8,0.0,0.0
2026-09-05T13:17:58Z,66852,341.4,2114.8,0.0,0.0
2026-09-05T13:18:08Z,66852,343.8,2115.8,0.0,0.0
2026-09-05T13:18:18Z,66852,358.8,2117.1,0.0,0.0
2026-09-05T13:18:28Z,66852,308.7,2117.7,0.0,0.0
2026-09-05T13:18:38Z,66852,320.9,2118.1,0.0,0.0
2026-09-05T13:18:48Z,66852,306.1,2118.1,0.0,0.0
2026-09-05T13:18:58Z,66852,331.6,2118.1,0.0,0.0
2026-09-05T13:19:08Z,66852,348.1,2118.2,0.0,0.0
2026-09-05T13:19:18Z,66852,357.3,2118.2,0.0,0.0
2026-09-05T13:19:28Z,66852,352.3,2118.2,0.0,0.0
2026-09-05T13:19:38Z,66852,343.4,2118.2,0.0,0.0
2026-09-05T13:19:48Z,66852,334.6,2118.7,0.0,0.0
2026-09-05T13:19:58Z,66852,323.7,2118.7,0.0,0.0
2026-09-05T13:20:08Z,66852,360.8,2119.1,0.0,0.0
2026-09-05T13:20:18Z,66852,354.5,2119.1,0.0,0.0
2026-09-05T13:20:28Z,66852,347.0,2133.4,0.0,0.0
2026-09-05T13:20:38Z,66852,320.4,2120.4,0.0,0.0
2026-09-05T13:20:48Z,66852,304.6,2120.5,0.0,0.0
2026-09-05T13:20:58Z,66852,378.2,2120.6,0.0,0.0
2026-09-05T13:21:08Z,66852,343.6,2120.6,0.0,0.0
2026-09-05T13:21:18Z,66852,347.3,2121.0,0.0,0.0
2026-09-05T13:21:28Z,66852,330.8,2121.0,0.0,0.0
2026-09-05T13:21:38Z,66852,349.9,2121.0,0.0,0.0
2026-09-05T13:21:48Z,66852,336.9,2121.0,0.0,0.0
2026-09-05T13:21:58Z,66852,345.6,2121.0,0.0,0.0
2026-09-05T13:22:08Z,66852,354.0,2121.0,0.0,0.0
2026-09-05T13:22:18Z,66852,344.0,2121.0,0.0,0.0
2026-09-05T13:22:29Z,66852,361.3,2121.1,0.0,0.0
2026-09-05T13:22:39Z,66852,352.5,2121.1,0.0,0.0
2026-09-05T13:22:49Z,66852,361.1,2121.1,0.0,0.0
2026-09-05T13:22:59Z,66852,316.2,2121.1,0.0,0.0
